Publication_Office_Code,Original_Publication_Office_Code,Publication_Number,Document_Kind_Code,Publication_Date,Application_Number,Filing_Date,Invention_Title,File_Name
CZ,CZ,26884,U1,2014-05-05,2013-28736,2013-11-07,Robotické mobilní a modifikovatelné lůžko a mobilní všesměrový podvozek,OPENDATAST96_PT_CZ_DIFF_PUV2013-28736.xml
CZ,CZ,26658,U1,2014-03-24,2013-28737,2013-11-07,Variabilní policový systém,OPENDATAST96_PT_CZ_DIFF_PUV2013-28737.xml
CZ,CZ,26261,U1,2013-12-16,2013-28742,2013-11-08,Zařízení pro povrchovou úpravu plazmatem generovaným za normálního tlaku,OPENDATAST96_PT_CZ_DIFF_PUV2013-28742.xml
CZ,CZ,26262,U1,2013-12-16,2013-28743,2013-11-08,"Nosný rám, zejména pro fotovoltaické systémy situované nad střešní krytinou",OPENDATAST96_PT_CZ_DIFF_PUV2013-28743.xml
CZ,CZ,26452,U1,2014-02-10,2013-28748,2013-11-11,"Zvedací systém pro platformu, zvláště k zabudování do interiéru dodávkového vozu",OPENDATAST96_PT_CZ_DIFF_PUV2013-28748.xml
CZ,CZ,26221,U1,2013-12-09,2013-28749,2013-11-11,Úlek pro chov čmeláků,OPENDATAST96_PT_CZ_DIFF_PUV2013-28749.xml
CZ,CZ,26335,U1,2014-01-09,2013-28755,2013-11-11,"Držáky solárních kolektorů, zejména fotovoltaických panelů",OPENDATAST96_PT_CZ_DIFF_PUV2013-28755.xml
CZ,CZ,26337,U1,2014-01-09,2013-28764,2013-11-13,Skladatelný obytný kontejner s vkládanými panely,OPENDATAST96_PT_CZ_DIFF_PUV2013-28764.xml
CZ,CZ,26957,U1,2014-05-26,2013-28768,2013-11-14,Systém pro současné měření optických a elektrických charakteristik vzorků biologických materiálů v roztoku,OPENDATAST96_PT_CZ_DIFF_PUV2013-28768.xml
CZ,CZ,26415,U1,2014-02-03,2013-28770,2013-11-15,Zařízení k provádění separace syrovátkových proteinů z mléčného média,OPENDATAST96_PT_CZ_DIFF_PUV2013-28770.xml
CZ,CZ,27785,U1,2015-02-06,2013-28781,2013-11-19,Termoreflexní lehká hmota pro povrchovou úpravu s protikondenzačním účinkem a tepelnou izolací,OPENDATAST96_PT_CZ_DIFF_PUV2013-28781.xml
CZ,CZ,26338,U1,2014-01-09,2013-28788,2013-11-19,Zařízení pro provádění zkoušek stárnutí plastů,OPENDATAST96_PT_CZ_DIFF_PUV2013-28788.xml
CZ,CZ,26587,U1,2014-03-10,2013-28791,2013-11-19,Střela typu frangible,OPENDATAST96_PT_CZ_DIFF_PUV2013-28791.xml
CZ,CZ,26265,U1,2013-12-16,2013-28794,2013-11-20,Odpínač pro vedení vysokého napětí,OPENDATAST96_PT_CZ_DIFF_PUV2013-28794.xml
CZ,CZ,26622,U1,2014-03-17,2013-28796,2013-11-20,Laboratorní diagnostický přístroj pro zpracování vzorků metodou Elisa,OPENDATAST96_PT_CZ_DIFF_PUV2013-28796.xml
CZ,SK,26340,U1,2014-01-09,2013-28798,2013-11-21,Lis na pelety,OPENDATAST96_PT_CZ_DIFF_PUV2013-28798.xml
CZ,SK,26796,U1,2014-04-14,2013-28802,2013-11-21,Nealkoholický nápoj,OPENDATAST96_PT_CZ_DIFF_PUV2013-28802.xml
CZ,CZ,27041,U1,2014-06-12,2013-28811,2013-11-22,Indukční snímač pro rozměrovou kontrolu součástek,OPENDATAST96_PT_CZ_DIFF_PUV2013-28811.xml
CZ,CZ,26343,U1,2014-01-09,2013-28815,2013-11-22,Stavební dílec,OPENDATAST96_PT_CZ_DIFF_PUV2013-28815.xml
CZ,CZ,26588,U1,2014-03-10,2013-28816,2013-11-22,Velkoplošný žebrovaný kompozitní panel a/nebo profilová deska,OPENDATAST96_PT_CZ_DIFF_PUV2013-28816.xml
CZ,CZ,26659,U1,2014-03-24,2013-28823,2013-11-22,Uspořádání pro demontáž a/nebo instalaci těžkého technologického zařízení,OPENDATAST96_PT_CZ_DIFF_PUV2013-28823.xml
CZ,CZ,26417,U1,2014-02-03,2013-28824,2013-11-22,Zařízení pro parkování motorových vozidel,OPENDATAST96_PT_CZ_DIFF_PUV2013-28824.xml
CZ,CZ,26455,U1,2014-02-10,2013-28826,2013-11-25,Montážní spojení příčného a podélného střešního nosiče vozidla,OPENDATAST96_PT_CZ_DIFF_PUV2013-28826.xml
CZ,CZ,26375,U1,2014-01-20,2013-28830,2013-11-26,Sklopný přívěsný vozík s pístnicí uchycenou v jeho spodní části,OPENDATAST96_PT_CZ_DIFF_PUV2013-28830.xml
CZ,CZ,26886,U1,2014-05-05,2013-28839,2013-11-27,Nosný kryt záchytné jímky,OPENDATAST96_PT_CZ_DIFF_PUV2013-28839.xml
CZ,CZ,27088,U1,2014-06-23,2013-28847,2013-11-28,Pánské spodní prádlo kalhotového typu se zvýšeným komfortem,OPENDATAST96_PT_CZ_DIFF_PUV2013-28847.xml
CZ,CZ,26834,U1,2014-04-24,2013-28848,2013-11-28,Škrabka na pevně přilepené materiály na hladkém povrchu,OPENDATAST96_PT_CZ_DIFF_PUV2013-28848.xml
CZ,CZ,26418,U1,2014-02-03,2013-28854,2013-11-29,Širokoúhlý vakuový průzor,OPENDATAST96_PT_CZ_DIFF_PUV2013-28854.xml
CZ,CZ,26713,U1,2014-03-31,2013-28855,2013-11-29,Odpařovací tělísko s ochranným keramickým povlakem,OPENDATAST96_PT_CZ_DIFF_PUV2013-28855.xml
CZ,CZ,26376,U1,2014-01-20,2013-28862,2013-12-02,Transparentní štěrbinový rezonátor protihlukové stěny,OPENDATAST96_PT_CZ_DIFF_PUV2013-28862.xml
CZ,CZ,26590,U1,2014-03-10,2013-28863,2013-12-03,Povrchová část kousacího kynologického výrobku s jutovou přízí,OPENDATAST96_PT_CZ_DIFF_PUV2013-28863.xml
CZ,CZ,26456,U1,2014-02-10,2013-28865,2013-12-03,Přípravek k izolaci části povrchu součástky,OPENDATAST96_PT_CZ_DIFF_PUV2013-28865.xml
CZ,CZ,26419,U1,2014-02-03,2013-28867,2013-12-03,Optoelektronický únavový senzor,OPENDATAST96_PT_CZ_DIFF_PUV2013-28867.xml
CZ,CZ,26629,U1,2014-03-17,2013-28868,2013-12-03,Koupelnový deskový výměník,OPENDATAST96_PT_CZ_DIFF_PUV2013-28868.xml
CZ,CZ,26799,U1,2014-04-14,2013-28872,2013-12-04,"Zařízení k vytváření povlaků nebo samonosných skořepinových součástí, zejména plazmovým stříkáním",OPENDATAST96_PT_CZ_DIFF_PUV2013-28872.xml
CZ,CZ,27254,U1,2014-08-18,2013-28876,2013-11-25,Hybridní motor,OPENDATAST96_PT_CZ_DIFF_PUV2013-28876.xml
CZ,CZ,27534,U1,2014-11-27,2013-28877,2013-12-05,Elastický segment se zvlněným okrajem pro rozháněcí válce,OPENDATAST96_PT_CZ_DIFF_PUV2013-28877.xml
CZ,CZ,26687,U1,2014-03-27,2013-28879,2013-12-05,Upevňovací systém,OPENDATAST96_PT_CZ_DIFF_PUV2013-28879.xml
CZ,CZ,26591,U1,2014-03-10,2013-28881,2013-12-05,Systém pro měření biologických a technických veličin v přirozeném prostředí člověka,OPENDATAST96_PT_CZ_DIFF_PUV2013-28881.xml
CZ,CZ,26349,U1,2014-01-13,2013-28882,2013-12-05,Průtoková kultivační komůrka pro mikroskopii živých buněk,OPENDATAST96_PT_CZ_DIFF_PUV2013-28882.xml
CZ,CZ,26377,U1,2014-01-20,2013-28887,2013-12-09,Zařízení pro plynulé sledování polohy křídel dveří dveřních systémů prostředků pro hromadnou přepravu osob integrované v pneumatickém pohonu dveří,OPENDATAST96_PT_CZ_DIFF_PUV2013-28887.xml
CZ,CZ,26348,U1,2014-01-13,2013-28889,2013-12-09,Omlazující pleťový krém obsahující kozí kolostrum,OPENDATAST96_PT_CZ_DIFF_PUV2013-28889.xml
CZ,CZ,26552,U1,2014-03-03,2013-28895,2013-12-09,Systém využití nosných panelových konstrukcí k vytvoření parkovacích stání,OPENDATAST96_PT_CZ_DIFF_PUV2013-28895.xml
CZ,CZ,26554,U1,2014-03-03,2013-28898,2013-12-10,Kombinovaná těsnicí hmota cement - metakaolín,OPENDATAST96_PT_CZ_DIFF_PUV2013-28898.xml
CZ,CZ,26840,U1,2014-04-24,2013-28901,2013-11-27,Zařízení pro eliminaci plynných škodlivin,OPENDATAST96_PT_CZ_DIFF_PUV2013-28901.xml
CZ,CZ,26634,U1,2014-03-17,2013-28904,2013-12-10,ADS-B přijímač pro příjem a zpracování ADS-B zpráv,OPENDATAST96_PT_CZ_DIFF_PUV2013-28904.xml
CZ,CZ,26491,U1,2014-02-17,2013-28911,2013-12-11,Trubková tvarovaná rozpínka důlní obloukové výztuže,OPENDATAST96_PT_CZ_DIFF_PUV2013-28911.xml
CZ,CZ,26421,U1,2014-02-03,2013-28914,2013-12-11,Přírubový žlabový pražec,OPENDATAST96_PT_CZ_DIFF_PUV2013-28914.xml
CZ,CZ,27043,U1,2014-06-12,2013-28920,2013-12-12,Zevní fixátor,OPENDATAST96_PT_CZ_DIFF_PUV2013-28920.xml
CZ,CZ,26765,U1,2014-04-10,2013-28921,2013-12-12,"Zařízení pro vytápění a chlazení, zejména pro teplovodní ústřední vytápění",OPENDATAST96_PT_CZ_DIFF_PUV2013-28921.xml
CZ,CZ,26843,U1,2014-04-24,2013-28922,2013-12-12,"Tlumící hydrodynamické prvky, zejména rotorových soustav",OPENDATAST96_PT_CZ_DIFF_PUV2013-28922.xml
CZ,CZ,26987,U1,2014-06-02,2013-28923,2013-12-12,Asfaltová směs se zvýšenou odolností proti šíření trhlin,OPENDATAST96_PT_CZ_DIFF_PUV2013-28923.xml
CZ,CZ,26459,U1,2014-02-10,2013-28924,2013-12-12,Model pro nácvik koniotomie/koniostomie nebo tracheostomie,OPENDATAST96_PT_CZ_DIFF_PUV2013-28924.xml
CZ,CZ,26803,U1,2014-04-14,2013-28925,2013-12-12,Dietikum a funkční potravina,OPENDATAST96_PT_CZ_DIFF_PUV2013-28925.xml
CZ,CZ,26510,U1,2014-02-24,2013-28927,2013-12-13,Cereální tyčinka s tvarohem a podmáslím,OPENDATAST96_PT_CZ_DIFF_PUV2013-28927.xml
CZ,CZ,26866,U1,2014-04-28,2013-28933,2013-12-13,Zařízení pro diagnostiku tlakové ztráty ústrojí pro přívod spalovacího vzduchu do spalovací komory topení pro motorová vozidla,OPENDATAST96_PT_CZ_DIFF_PUV2013-28933.xml
CZ,CZ,26867,U1,2014-04-28,2013-28934,2013-12-13,"Zařízení pro diagnostiku znečištění ústrojí pro přívod spalovacího vzduchu, spalovací komory a hořáku topení pro motorová vozidla",OPENDATAST96_PT_CZ_DIFF_PUV2013-28934.xml
CZ,CZ,26636,U1,2014-03-17,2013-28935,2013-12-13,Vícekanálová měřící jednotka pro vzdálené měření deformací,OPENDATAST96_PT_CZ_DIFF_PUV2013-28935.xml
CZ,CZ,26460,U1,2014-02-10,2013-28936,2013-12-13,Systém lokalizace objektů v prostředí s wifi strukturou pomocí mobilních zařízení,OPENDATAST96_PT_CZ_DIFF_PUV2013-28936.xml
CZ,CZ,27014,U1,2014-06-10,2013-28940,2013-12-16,"Víceúčelové zařízení pro ohřev média, zejména vody",OPENDATAST96_PT_CZ_DIFF_PUV2013-28940.xml
CZ,CZ,26493,U1,2014-02-17,2013-28941,2013-12-16,Trubková tvarovaná rozpínka důlní obloukové výztuže,OPENDATAST96_PT_CZ_DIFF_PUV2013-28941.xml
CZ,CZ,27129,U1,2014-07-07,2013-28945,2013-12-16,Oplachová a mycí nádoba pro gastronomické účely,OPENDATAST96_PT_CZ_DIFF_PUV2013-28945.xml
CZ,CZ,27505,U1,2014-11-20,2013-28956,2013-12-17,Kompozitová tlaková láhev pro fumigační účely,OPENDATAST96_PT_CZ_DIFF_PUV2013-28956.xml
CZ,CZ,26717,U1,2014-03-31,2013-28957,2013-10-08,Zařízení pro zjišťování průtoku tekutiny pomocí kontrolní látky,OPENDATAST96_PT_CZ_DIFF_PUV2013-28957.xml
CZ,CZ,26592,U1,2014-03-10,2013-28958,2013-12-18,Zařízení pro vícestupňové zplyňování uhlíkatých paliv,OPENDATAST96_PT_CZ_DIFF_PUV2013-28958.xml
CZ,CZ,26804,U1,2014-04-14,2013-28959,2013-12-18,Desén běžné plochy pláště pneumatiky,OPENDATAST96_PT_CZ_DIFF_PUV2013-28959.xml
CZ,CZ,27016,U1,2014-06-10,2013-28962,2013-12-18,Zařízení pro úpravu biomasy a bioodpadů na uhlí podobnou hmotu,OPENDATAST96_PT_CZ_DIFF_PUV2013-28962.xml
CZ,CZ,26638,U1,2014-03-17,2013-28965,2013-12-19,Náprava kolejových vozidel s vysoce odolnými funkčními plochami,OPENDATAST96_PT_CZ_DIFF_PUV2013-28965.xml
CZ,CZ,26495,U1,2014-02-17,2013-28973,2013-12-19,Suchá hydrogelová pěna,OPENDATAST96_PT_CZ_DIFF_PUV2013-28973.xml
CZ,CZ,26512,U1,2014-02-24,2013-28975,2013-12-19,Glutathionový přípravek,OPENDATAST96_PT_CZ_DIFF_PUV2013-28975.xml
CZ,CZ,26513,U1,2014-02-24,2013-28976,2013-12-19,Glutathionový přípravek,OPENDATAST96_PT_CZ_DIFF_PUV2013-28976.xml
CZ,CZ,26593,U1,2014-03-10,2013-28977,2013-12-19,Přípravek pro administraci kyseliny nikotinové,OPENDATAST96_PT_CZ_DIFF_PUV2013-28977.xml
CZ,CZ,26595,U1,2014-03-10,2013-28982,2013-12-19,Gastrická výplň,OPENDATAST96_PT_CZ_DIFF_PUV2013-28982.xml
CZ,CZ,26496,U1,2014-02-17,2013-28985,2013-12-19,Prefabrikovaná vylehčující vložka do stropních konstrukcí,OPENDATAST96_PT_CZ_DIFF_PUV2013-28985.xml
CZ,CZ,27614,U1,2014-12-18,2013-28988,2013-12-19,Produktový balík pro sport a zábavu,OPENDATAST96_PT_CZ_DIFF_PUV2013-28988.xml
CZ,CZ,27506,U1,2014-11-20,2013-28991,2013-12-20,Prostředek pro fixaci rozteče skladů materiálu,OPENDATAST96_PT_CZ_DIFF_PUV2013-28991.xml
CZ,CZ,26868,U1,2014-04-28,2013-28992,2013-12-20,Elektromagnetický bezdrátový lokalizační systém,OPENDATAST96_PT_CZ_DIFF_PUV2013-28992.xml
CZ,CZ,26514,U1,2014-02-24,2013-28996,2013-12-20,Zařízení pro povrchovou plazmovou úpravu umělých a přírodních vláken,OPENDATAST96_PT_CZ_DIFF_PUV2013-28996.xml
CZ,CZ,26425,U1,2014-02-03,2013-28997,2013-12-20,Zážehový spalovací motor s rozděleným kompresním prostorem,OPENDATAST96_PT_CZ_DIFF_PUV2013-28997.xml
CZ,CZ,26689,U1,2014-03-27,2013-29000,2013-12-20,Systém zpracování a využití energie z obnovitelného zdroje,OPENDATAST96_PT_CZ_DIFF_PUV2013-29000.xml
CZ,CZ,26559,U1,2014-03-03,2013-29004,2013-12-20,Solidifikovaná směs obsahující anorganický odpad pro využití ve stavebnictví,OPENDATAST96_PT_CZ_DIFF_PUV2013-29004.xml
CZ,CZ,26560,U1,2014-03-03,2013-29005,2013-12-20,Solidifikovaná směs obsahující kaly z obrábění pro využití ve stavebnictví,OPENDATAST96_PT_CZ_DIFF_PUV2013-29005.xml
CZ,CZ,26426,U1,2014-02-03,2013-29006,2013-12-23,Cementobetonový kryt vozovky mostů,OPENDATAST96_PT_CZ_DIFF_PUV2013-29006.xml
CZ,CZ,26641,U1,2014-03-17,2013-29011,2013-12-23,Zařízení pro testování procesu vytvrzování pryskyřice v závislosti na jejím ohřevu,OPENDATAST96_PT_CZ_DIFF_PUV2013-29011.xml
CZ,CZ,26745,U1,2014-04-07,2013-29019,2013-12-30,Zařízení pro přípravu vzorků pro posouzení rozptýlení vláknité výztuže v cementových kompozitech,OPENDATAST96_PT_CZ_DIFF_PUV2013-29019.xml
CZ,CZ,27130,U1,2014-07-07,2013-29022,2013-12-30,Víceúčelový zachycovač částic,OPENDATAST96_PT_CZ_DIFF_PUV2013-29022.xml
CZ,CZ,27090,U1,2014-06-23,2013-29023,2013-12-30,Zařízení pro zlepšení plstivosti živočišných vláken pomocí plazmové úpravy,OPENDATAST96_PT_CZ_DIFF_PUV2013-29023.xml
CZ,CZ,26427,U1,2014-02-03,2013-29024,2013-12-30,Prostředek pro léčbu nehojících se ran,OPENDATAST96_PT_CZ_DIFF_PUV2013-29024.xml
CZ,CZ,27019,U1,2014-06-10,2013-29026,2013-12-30,Provzdušňovací jednotka,OPENDATAST96_PT_CZ_DIFF_PUV2013-29026.xml
CZ,CZ,26807,U1,2014-04-17,2013-29035,2013-12-31,Evakuační ozvučovací zařízení v silničních a železničních tunelech,OPENDATAST96_PT_CZ_DIFF_PUV2013-29035.xml
CZ,CZ,27131,U1,2014-07-07,2013-29036,2013-12-31,Nerezový tlakový filtr na odstranění železa a manganu z vody,OPENDATAST96_PT_CZ_DIFF_PUV2013-29036.xml
CZ,CZ,26809,U1,2014-04-17,2014-29041,2014-01-07,"Zkušební zařízení ke stanovení koncentračních mezí výbušnosti, maximálního výbuchového tlaku a brizance hořlavých plynů a par za technologických podmínek",OPENDATAST96_PT_CZ_DIFF_PUV2014-29041.xml
CZ,CZ,26810,U1,2014-04-17,2014-29042,2014-01-07,Zkušební zařízení ke stanovení teploty vznícení pevných hořlavých látek a kapalin za technologických podmínek,OPENDATAST96_PT_CZ_DIFF_PUV2014-29042.xml
CZ,CZ,27094,U1,2014-06-23,2014-29046,2014-01-06,Multifunkční sprchová armatura,OPENDATAST96_PT_CZ_DIFF_PUV2014-29046.xml
CZ,CZ,27095,U1,2014-06-23,2014-29049,2014-01-08,Protihluková asfaltová směs,OPENDATAST96_PT_CZ_DIFF_PUV2014-29049.xml
CZ,CZ,26596,U1,2014-03-10,2014-29051,2014-01-09,LED nouzové osvětlení proti panice,OPENDATAST96_PT_CZ_DIFF_PUV2014-29051.xml
CZ,CZ,27271,U1,2014-08-28,2014-29054,2014-01-10,Přídavné zařízení s ventilátorem,OPENDATAST96_PT_CZ_DIFF_PUV2014-29054.xml
CZ,CZ,26521,U1,2014-02-24,2014-29066,2014-01-10,Odpojovač,OPENDATAST96_PT_CZ_DIFF_PUV2014-29066.xml
CZ,CZ,26690,U1,2014-03-27,2014-29068,2014-01-10,Nosné pojivo pro PIM technologie se zlepšenými zpracovatelskými vlastnostmi,OPENDATAST96_PT_CZ_DIFF_PUV2014-29068.xml
CZ,CZ,26598,U1,2014-03-10,2014-29070,2014-01-10,LED liniové osvětlení,OPENDATAST96_PT_CZ_DIFF_PUV2014-29070.xml
CZ,CZ,26664,U1,2014-03-24,2014-29074,2014-01-13,"Poplachový systém v tunelu, zejména silničním",OPENDATAST96_PT_CZ_DIFF_PUV2014-29074.xml
CZ,CZ,26772,U1,2014-04-10,2014-29079,2014-01-14,Hydromasážní tryska zejména sprchového koutu nebo vany,OPENDATAST96_PT_CZ_DIFF_PUV2014-29079.xml
CZ,CZ,27133,U1,2014-07-07,2014-29084,2014-01-15,Zařízení na třídění surového nebo zpracovaného vermikulitu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29084.xml
CZ,CZ,26814,U1,2014-04-17,2014-29086,2014-01-15,"Strunný nástroj, zvláště kytara",OPENDATAST96_PT_CZ_DIFF_PUV2014-29086.xml
CZ,CZ,27096,U1,2014-06-23,2014-29098,2014-01-17,Nástavec pro sledování chemické odolnosti vydechovacího ventilu obličejové masky či ventilů filtračních prostředků ochrany dýchacích orgánů proti látkám majících charakter organických rozpouštědel,OPENDATAST96_PT_CZ_DIFF_PUV2014-29098.xml
CZ,AT,26991,U1,2014-06-02,2014-29110,2014-01-21,Ventil pro zavzdušňování potrubí,OPENDATAST96_PT_CZ_DIFF_PUV2014-29110.xml
CZ,CZ,27194,U1,2014-07-21,2014-29116,2014-01-22,"Materiál, zejména pro stavební účely, a zařízení pro jeho výrobu",OPENDATAST96_PT_CZ_DIFF_PUV2014-29116.xml
CZ,CZ,26754,U1,2014-04-07,2014-29117,2014-01-22,Tavný systém pro spojování termoplastického elastomeru a kovu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29117.xml
CZ,CZ,26645,U1,2014-03-17,2014-29118,2014-01-22,Zařízení pro měření impedance,OPENDATAST96_PT_CZ_DIFF_PUV2014-29118.xml
CZ,CZ,26873,U1,2014-04-28,2014-29123,2014-01-23,Spodní vedení nesené brány,OPENDATAST96_PT_CZ_DIFF_PUV2014-29123.xml
CZ,CZ,26847,U1,2014-04-24,2014-29129,2014-01-24,Tepelný výměník,OPENDATAST96_PT_CZ_DIFF_PUV2014-29129.xml
CZ,CZ,26992,U1,2014-06-02,2014-29131,2014-01-24,Štěrbinová trouba s protipožárním uzávěrem odvodňovacího systému,OPENDATAST96_PT_CZ_DIFF_PUV2014-29131.xml
CZ,CZ,26755,U1,2014-04-07,2014-29133,2014-01-27,"Panely s pevně spojenými dílci, zejména pro stavebnicové masivní dřevěné konstrukce",OPENDATAST96_PT_CZ_DIFF_PUV2014-29133.xml
CZ,CZ,26563,U1,2014-03-03,2014-29134,2014-01-27,Elektroměr s komunikačním modulem,OPENDATAST96_PT_CZ_DIFF_PUV2014-29134.xml
CZ,CZ,27021,U1,2014-06-10,2014-29142,2014-01-28,Zařízení pro fototrofní kultivaci mikrořas,OPENDATAST96_PT_CZ_DIFF_PUV2014-29142.xml
CZ,CZ,27730,U1,2015-01-26,2014-29145,2014-01-29,"Klimatizační těleso, určené zejména pro teplovodní ústřední vytápění",OPENDATAST96_PT_CZ_DIFF_PUV2014-29145.xml
CZ,CZ,27059,U1,2014-06-16,2014-29147,2014-01-30,Přístroj pro zaznamenávání změn zrychlení a úhlových zrychlení,OPENDATAST96_PT_CZ_DIFF_PUV2014-29147.xml
CZ,SK,27759,U1,2015-02-02,2014-29149,2014-01-30,Brokový náboj pro kovbojskou akční střelbu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29149.xml
CZ,CZ,26719,U1,2014-03-31,2014-29151,2014-01-30,Zdravotní antidekubitní matrace,OPENDATAST96_PT_CZ_DIFF_PUV2014-29151.xml
CZ,DE,30490,U1,2017-03-21,2014-29153,2014-01-30,Zubní šroubový implantát s náhradní hlavicí pro modifikaci výšky a pro zjednodušené uložení,OPENDATAST96_PT_CZ_DIFF_PUV2014-29153.xml
CZ,DE,31297,U1,2017-12-18,2014-29154,2014-01-30,Dentální implantát s angulovanou hlavicí a ohýbací zónou,OPENDATAST96_PT_CZ_DIFF_PUV2014-29154.xml
CZ,SK,26920,U1,2014-05-12,2014-29159,2014-01-30,Solární deštník,OPENDATAST96_PT_CZ_DIFF_PUV2014-29159.xml
CZ,CZ,27507,U1,2014-11-20,2014-29161,2014-01-30,"Automobilový zámek, zejména zámek opěradla zadních sedadel",OPENDATAST96_PT_CZ_DIFF_PUV2014-29161.xml
CZ,CZ,26817,U1,2014-04-17,2014-29163,2014-01-30,Zařízení ke snížení nebo odstranění organické a anorganické kontaminace vakuového systému zobrazovacích a analytických zařízení,OPENDATAST96_PT_CZ_DIFF_PUV2014-29163.xml
CZ,CZ,26960,U1,2014-05-26,2014-29164,2014-01-30,Zábradelní svodidlo,OPENDATAST96_PT_CZ_DIFF_PUV2014-29164.xml
CZ,CZ,27098,U1,2014-06-23,2014-29173,2014-01-31,Konstrukce z vyztužené zeminy,OPENDATAST96_PT_CZ_DIFF_PUV2014-29173.xml
CZ,CZ,26820,U1,2014-04-17,2014-29176,2014-02-03,Lehká přemístitelná příčka,OPENDATAST96_PT_CZ_DIFF_PUV2014-29176.xml
CZ,CZ,27100,U1,2014-06-23,2014-29185,2014-02-05,Zařízení k uchycení překryvné dveřní výplně do rámu křídla dveří,OPENDATAST96_PT_CZ_DIFF_PUV2014-29185.xml
CZ,CZ,26993,U1,2014-06-02,2014-29190,2014-02-05,Mostní závěr,OPENDATAST96_PT_CZ_DIFF_PUV2014-29190.xml
CZ,CZ,26944,U1,2014-05-19,2014-29191,2014-02-05,Zařízení k měření hydraulické vodivosti,OPENDATAST96_PT_CZ_DIFF_PUV2014-29191.xml
CZ,CZ,28525,U1,2015-08-11,2014-29194,2014-02-06,Lamelový polohovací dopravník pro polygrafické a jednoúčelové stroje,OPENDATAST96_PT_CZ_DIFF_PUV2014-29194.xml
CZ,CZ,26674,U1,2014-03-24,2014-29196,2014-02-06,Dekorativní disperzní barva,OPENDATAST96_PT_CZ_DIFF_PUV2014-29196.xml
CZ,CZ,26875,U1,2014-04-28,2014-29204,2014-02-07,Müsli-cereální tyčinka se zeleninou,OPENDATAST96_PT_CZ_DIFF_PUV2014-29204.xml
CZ,CZ,26994,U1,2014-06-02,2014-29205,2014-02-10,Pražcová kotva a kotevní dílec,OPENDATAST96_PT_CZ_DIFF_PUV2014-29205.xml
CZ,CN,27118,U1,2014-06-30,2014-29210,2014-02-10,Pružná zarážka pro sestavu dveří,OPENDATAST96_PT_CZ_DIFF_PUV2014-29210.xml
CZ,CZ,27025,U1,2014-06-10,2014-29212,2014-02-10,Oranžový anorganický pigment na bázi červeného kalu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29212.xml
CZ,CZ,27307,U1,2014-09-15,2014-29216,2014-02-11,Bezpečnostní plomba,OPENDATAST96_PT_CZ_DIFF_PUV2014-29216.xml
CZ,CZ,27168,U1,2014-07-14,2014-29217,2014-02-11,Prvek protipovodňové bariéry,OPENDATAST96_PT_CZ_DIFF_PUV2014-29217.xml
CZ,CZ,26895,U1,2014-05-05,2014-29227,2014-02-14,Uzávěr víka utěsněné nádoby,OPENDATAST96_PT_CZ_DIFF_PUV2014-29227.xml
CZ,CZ,27061,U1,2014-06-16,2014-29228,2014-02-14,Zařízení k ustavení polohy deskovitých útvarů,OPENDATAST96_PT_CZ_DIFF_PUV2014-29228.xml
CZ,CZ,28510,U1,2015-08-03,2014-29239,2014-02-18,Elektronické zařízení pro výjezdová vozidla s obrazovkou s dotykovým ovládáním,OPENDATAST96_PT_CZ_DIFF_PUV2014-29239.xml
CZ,CN,27141,U1,2014-07-07,2014-29241,2014-02-18,Kladkový mechanismus s automatickým nastavováním a nízkým hlukem,OPENDATAST96_PT_CZ_DIFF_PUV2014-29241.xml
CZ,CZ,26823,U1,2014-04-17,2014-29247,2014-02-19,Zámek mechanizmu řazení,OPENDATAST96_PT_CZ_DIFF_PUV2014-29247.xml
CZ,CZ,26897,U1,2014-05-05,2014-29250,2014-02-20,"Automatický místenkový systém, zejména autobusů",OPENDATAST96_PT_CZ_DIFF_PUV2014-29250.xml
CZ,CZ,26824,U1,2014-04-17,2014-29252,2014-02-20,Zařízení pro manuální ovládání brzdy a akcelerátoru vozidla,OPENDATAST96_PT_CZ_DIFF_PUV2014-29252.xml
CZ,CZ,26923,U1,2014-05-12,2014-29255,2014-02-20,Potravinářský výrobek na bázi medu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29255.xml
CZ,CZ,26775,U1,2014-04-10,2014-29260,2014-02-20,Vnitřní rulička pro role vinutých materiálů,OPENDATAST96_PT_CZ_DIFF_PUV2014-29260.xml
CZ,CZ,28583,U1,2015-09-07,2014-29261,2014-02-21,"Dotykové periferní zařízení, především pro počítače",OPENDATAST96_PT_CZ_DIFF_PUV2014-29261.xml
CZ,CZ,27143,U1,2014-07-07,2014-29265,2014-02-24,Levandulové víno,OPENDATAST96_PT_CZ_DIFF_PUV2014-29265.xml
CZ,CZ,26851,U1,2014-04-24,2014-29272,2014-02-25,Těsnění plastového krytu montážního otvoru osobního automobilu,OPENDATAST96_PT_CZ_DIFF_PUV2014-29272.xml
